DBN,Number of Test Takers,TOTAL REGISTER.max,AVERAGE CLASS SIZE.max,SIZE OF SMALLEST CLASS.max,SIZE OF LARGEST CLASS.max,SCHOOLWIDE PUPIL-TEACHER RATIO.max,TOTAL REGISTER.min,AVERAGE CLASS SIZE.min,SIZE OF SMALLEST CLASS.min,SIZE OF LARGEST CLASS.min,SCHOOLWIDE PUPIL-TEACHER RATIO.min,TOTAL REGISTER.mean,AVERAGE CLASS SIZE.mean,SIZE OF SMALLEST CLASS.mean,SIZE OF LARGEST CLASS.mean,SCHOOLWIDE PUPIL-TEACHER RATIO.mean,SCHOOLWIDE PUPIL-TEACHER RATIO,DISTRICT,PEER INDEX*,2009-2010 OVERALL SCORE,2009-2010 ENVIRONMENT CATEGORY SCORE,2009-2010 PERFORMANCE CATEGORY SCORE,2009-2010 PROGRESS CATEGORY SCORE,2009-2010 ADDITIONAL CREDIT,COUNT PARTICIPANTS,COUNT FEMALE,PERCENT FEMALE,COUNT MALE,PERCENT MALE,COUNT GENDER UNKNOWN,PERCENT GENDER UNKNOWN,COUNT GENDER TOTAL,PERCENT GENDER TOTAL,COUNT PACIFIC ISLANDER,COUNT HISPANIC LATINO,PERCENT HISPANIC LATINO,COUNT AMERICAN INDIAN,PERCENT AMERICAN INDIAN,COUNT ASIAN NON HISPANIC,PERCENT ASIAN NON HISPANIC,COUNT WHITE NON HISPANIC,PERCENT WHITE NON HISPANIC,COUNT BLACK NON HISPANIC,PERCENT BLACK NON HISPANIC,COUNT OTHER ETHNICITY,PERCENT OTHER ETHNICITY,COUNT ETHNICITY UNKNOWN,PERCENT ETHNICITY UNKNOWN,COUNT ETHNICITY TOTAL,PERCENT ETHNICITY TOTAL,COUNT PERMANENT RESIDENT ALIEN,PERCENT PERMANENT RESIDENT ALIEN,COUNT US CITIZEN,PERCENT US CITIZEN,COUNT OTHER CITIZEN STATUS,PERCENT OTHER CITIZEN STATUS,COUNT CITIZEN STATUS UNKNOWN,PERCENT CITIZEN STATUS UNKNOWN,COUNT CITIZEN STATUS TOTAL,PERCENT CITIZEN STATUS TOTAL,COUNT RECEIVES PUBLIC ASSISTANCE,PERCENT RECEIVES PUBLIC ASSISTANCE,COUNT NRECEIVES PUBLIC ASSISTANCE,PERCENT NRECEIVES PUBLIC ASSISTANCE,COUNT PUBLIC ASSISTANCE UNKNOWN,PERCENT PUBLIC ASSISTANCE UNKNOWN,COUNT PUBLIC ASSISTANCE TOTAL,PERCENT PUBLIC ASSISTANCE TOTAL,YTD % Attendance (Avg),YTD Enrollment(Avg),2009-2010 OVERALL GRADE_is_nan,2009-2010 OVERALL GRADE_is_A,2009-2010 OVERALL GRADE_is_B,2009-2010 OVERALL GRADE_is_C,2009-2010 OVERALL GRADE_is_D,2009-2010 OVERALL GRADE_is_F,2009-2010 ENVIRONMENT GRADE_is_nan,2009-2010 ENVIRONMENT GRADE_is_A,2009-2010 ENVIRONMENT GRADE_is_B,2009-2010 ENVIRONMENT GRADE_is_C,2009-2010 ENVIRONMENT GRADE_is_D,2009-2010 ENVIRONMENT GRADE_is_F,2009-2010 PERFORMANCE GRADE_is_nan,2009-2010 PERFORMANCE GRADE_is_A,2009-2010 PERFORMANCE GRADE_is_B,2009-2010 PERFORMANCE GRADE_is_C,2009-2010 PERFORMANCE GRADE_is_D,2009-2010 PERFORMANCE GRADE_is_F,2009-2010 PROGRESS GRADE_is_nan,2009-2010 PROGRESS GRADE_is_A,2009-2010 PROGRESS GRADE_is_B,2009-2010 PROGRESS GRADE_is_C,2009-2010 PROGRESS GRADE_is_D,2009-2010 PROGRESS GRADE_is_F,2008-09 PROGRESS REPORT GRADE_is_nan,2008-09 PROGRESS REPORT GRADE_is_A,2008-09 PROGRESS REPORT GRADE_is_B,2008-09 PROGRESS REPORT GRADE_is_C,2008-09 PROGRESS REPORT GRADE_is_D,2008-09 PROGRESS REPORT GRADE_is_F
X276,21,156.0,34.0,34.0,34.0,13.2,5.0,5.0,5.0,5.0,13.2,57.7272727273,23.7409090909,21.1818181818,26.7272727273,13.2,13.2,9.0,2.07,45.0,8.0,11.4,25.6,0.0,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
X297,22,208.0,30.2,30.0,34.0,12.2,18.0,15.5,12.0,17.0,12.2,70.3461538462,24.0846153846,20.9615384615,26.6153846154,12.2,12.2,9.0,1.83,82.1,8.7,21.1,41.8,10.5,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
X329,46,274.0,30.0,29.0,34.0,13.0,14.0,14.0,10.0,14.0,13.0,76.16,22.016,17.2,26.2,13.0,13.0,9.0,2.14,45.2,7.1,7.9,28.7,1.5,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
X403,37,139.0,29.3,28.0,30.0,13.9,25.0,10.7,10.0,12.0,13.9,60.0,20.0315789474,19.1578947368,20.9473684211,13.9,13.9,9.0,1.97,73.9,12.8,17.2,36.4,7.5,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
X404,32,252.0,37.0,37.0,37.0,14.7,25.0,23.0,18.0,25.0,14.7,88.8333333333,28.1833333333,25.6666666667,30.6111111111,14.7,14.7,9.0,1.88,69.5,10.2,17.2,42.1,0.0,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
X412,35,410.0,29.0,26.0,34.0,12.5,12.0,12.0,12.0,12.0,12.5,94.0869565217,20.5695652174,15.5652173913,25.6086956522,12.5,12.5,9.0,1.96,57.9,9.7,12.5,35.7,0.0,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
X413,98,376.0,31.0,31.0,32.0,16.2,8.0,8.0,8.0,8.0,16.2,104.0,25.8619047619,23.619047619,28.0,16.2,16.2,9.0,2.78,67.6,9.5,18.6,36.5,3.0,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
X414,81,232.0,31.3,27.0,42.0,12.4,11.0,11.0,11.0,11.0,12.4,86.4444444444,24.05,20.0555555556,27.8888888889,12.4,12.4,9.0,1.75,55.9,10.5,14.0,31.4,0.0,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
X505,87,238.0,34.0,34.0,37.0,14.2,5.0,5.0,5.0,5.0,14.2,69.7,25.795,22.975,28.15,14.2,14.2,9.0,2.48,66.6,9.1,17.1,37.4,3.0,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
X517,44,298.0,33.0,33.0,36.0,14.3,10.0,10.0,10.0,10.0,14.3,63.1951219512,21.612195122,18.7073170732,24.4634146341,14.3,14.3,9.0,2.34,60.0,9.1,20.2,30.7,0.0,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
X525,116,267.0,33.5,33.0,34.0,16.7,23.0,19.5,13.0,23.0,16.7,113.964285714,26.2464285714,21.8571428571,30.0357142857,16.7,16.7,9.0,2.12,65.3,10.4,17.1,34.8,3.0,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
X543,26,144.0,43.0,43.0,43.0,16.7,15.0,15.0,15.0,15.0,16.7,47.3684210526,24.6157894737,23.4210526316,25.6315789474,16.7,16.7,9.0,1.95,95.8,12.5,25.0,55.3,3.0,34,20,0.59,14,0.41,0,0,34,100,1,17,0.5,1,0.03,0,0.0,0,0.0,13,0.38,1,0.03,1,0.03,34,100,1,0.03,33,0.97,0,0.0,0,0,34,100,12,0.35,22,0.65,0,0,34,100,89.27,34518,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
X141,101,617.0,33.0,33.0,35.0,16.1,10.0,9.5,9.0,10.0,16.1,114.952380952,21.95,19.3333333333,23.9523809524,16.1,16.1,10.0,2.55,75.3,8.9,22.1,41.3,3.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
X213,36,193.0,35.0,35.0,35.0,14.9,19.0,13.3,11.0,15.0,14.9,73.7826086957,23.0391304348,18.3043478261,27.5217391304,14.9,14.9,10.0,2.26,78.6,10.0,25.0,34.6,9.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
X225,53,235.0,33.0,33.0,33.0,15.6,8.0,7.5,5.0,8.0,15.6,73.9534883721,21.6930232558,18.2558139535,25.6046511628,15.6,15.6,10.0,2.58,106.3,13.0,25.0,59.3,9.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
X237,48,202.0,32.3,32.0,35.0,13.8,27.0,20.5,10.0,26.0,13.8,76.5,28.1291666667,24.5,30.9583333333,13.8,13.8,10.0,2.39,82.4,8.4,22.5,44.0,7.5,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
X243,32,375.0,31.0,31.0,34.0,12.0,10.0,10.0,5.0,10.0,12.0,73.5652173913,22.6586956522,19.7608695652,25.4347826087,12.0,12.0,10.0,2.06,49.0,10.1,6.9,30.5,1.5,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
X268,40,235.0,29.5,29.0,33.0,19.8,106.0,26.5,19.0,30.0,19.8,159.0,28.38,24.5333333333,31.5333333333,19.8,19.8,10.0,1.85,69.4,11.3,17.0,38.1,3.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
X284,54,150.0,33.3,32.0,36.0,14.6,11.0,11.0,11.0,11.0,14.6,51.3823529412,22.2411764706,20.0,24.2352941176,14.6,14.6,10.0,2.43,59.3,8.4,16.4,31.5,3.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
X342,46,228.0,31.0,30.0,47.0,14.4,13.0,13.0,10.0,13.0,14.4,81.4583333333,22.325,18.9583333333,25.7083333333,14.4,14.4,10.0,2.34,65.2,12.5,9.3,41.9,1.5,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
X368,56,507.0,34.5,34.0,36.0,15.7,10.0,10.0,10.0,10.0,15.7,96.1951219512,23.6902439024,19.8780487805,25.9756097561,15.7,15.7,10.0,2.69,60.7,10.3,7.4,35.5,7.5,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
X433,50,306.0,29.9,29.0,33.0,16.1,10.0,10.0,10.0,10.0,16.1,77.2307692308,20.3384615385,16.6923076923,23.3846153846,16.1,16.1,10.0,2.04,77.8,10.2,16.5,42.1,9.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
X434,65,260.0,28.0,26.0,33.0,12.6,10.0,10.0,10.0,10.0,12.6,83.4545454545,18.9136363636,14.9090909091,22.1363636364,12.6,12.6,10.0,2.03,75.3,8.0,17.1,50.2,0.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
X437,42,187.0,31.3,30.0,35.0,13.8,12.0,11.0,11.0,11.0,13.8,85.8823529412,23.7117647059,19.0588235294,28.3529411765,13.8,13.8,10.0,2.09,82.9,11.4,18.8,48.2,4.5,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
X438,71,279.0,26.8,24.0,33.0,12.5,10.0,10.0,10.0,10.0,12.5,84.4615384615,19.8884615385,16.8076923077,22.7307692308,12.5,12.5,10.0,2.13,49.2,6.5,8.1,31.6,3.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
X439,57,345.0,33.0,33.0,34.0,14.3,10.0,10.0,10.0,10.0,14.3,77.1935483871,19.0032258065,16.3225806452,21.1612903226,14.3,14.3,10.0,1.96,41.5,8.9,9.4,23.2,0.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
X440,438,2223.0,33.0,33.0,35.0,15.2,19.0,10.8,10.0,13.0,15.2,362.833333333,21.4714285714,15.0714285714,26.2380952381,15.2,15.2,10.0,2.4,48.1,7.2,11.3,26.6,3.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
X442,38,169.0,25.0,23.0,30.0,15.4,23.0,16.0,11.0,20.0,15.4,89.7333333333,21.5333333333,17.2,26.2666666667,15.4,15.4,10.0,2.75,60.1,7.9,13.7,35.5,3.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
X445,683,1859.0,33.8,33.0,34.0,21.6,56.0,23.6,10.0,30.0,21.6,774.941176471,30.5294117647,24.4117647059,33.5882352941,21.6,21.6,10.0,3.91,73.8,8.5,23.5,41.8,0.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
X475,87,529.0,31.0,31.0,35.0,15.3,10.0,10.0,10.0,10.0,15.3,123.794117647,20.0617647059,16.5,23.5882352941,15.3,15.3,10.0,1.86,45.5,7.3,9.6,25.6,3.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
X477,70,374.0,31.0,31.0,34.0,15.1,25.0,13.0,10.0,16.0,15.1,122.285714286,24.4476190476,19.380952381,28.7619047619,15.1,15.1,10.0,2.69,100.5,10.8,22.2,55.5,12.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
X546,50,254.0,33.0,33.0,34.0,13.2,11.0,11.0,10.0,11.0,13.2,70.375,24.0625,20.7083333333,27.5,13.2,13.2,10.0,2.38,53.3,11.7,11.9,23.7,6.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
X549,31,273.0,32.0,32.0,32.0,17.1,11.0,11.0,11.0,11.0,17.1,69.3703703704,20.3592592593,17.8888888889,22.6296296296,17.1,17.1,10.0,1.94,91.5,11.4,18.9,53.7,7.5,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
X660,93,931.0,34.0,31.0,37.0,13.8,21.0,11.5,10.0,12.0,13.8,157.466666667,20.5966666667,15.2333333333,24.1,13.8,13.8,10.0,1.92,46.3,7.8,7.0,31.5,0.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
X696,74,275.0,25.3,24.0,28.0,14.3,38.0,19.0,11.0,20.0,14.3,124.6,22.2,18.8,25.1333333333,14.3,14.3,10.0,3.79,74.9,12.1,23.1,39.7,0.0,324,189,0.58,135,0.42,0,0,324,100,0,166,0.51,1,0.0,6,0.02,4,0.01,130,0.4,17,0.05,0,0.0,324,99,20,0.06,300,0.93,4,0.01,0,0,324,100,112,0.35,212,0.65,0,0,324,100,88.92,56757,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
X478,12,73.0,24.0,23.0,26.0,12.0,10.0,10.0,10.0,10.0,12.0,57.0,20.2375,18.875,21.75,12.0,12.0,12.0,3.18,,,,,,26,19,0.73,7,0.27,0,0,26,100,0,10,0.38,0,0.0,0,0.0,0,0.0,15,0.58,1,0.04,0,0.0,26,100,4,0.15,22,0.85,0,0.0,0,0,26,100,12,0.46,14,0.54,0,0,26,100,87.33,23118,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
X245,24,116.0,28.0,28.0,29.0,10.7,9.0,9.0,9.0,9.0,10.7,42.75,20.465,19.175,21.525,10.7,10.7,12.0,1.97,24.1,6.3,3.8,12.5,1.5,26,19,0.73,7,0.27,0,0,26,100,0,10,0.38,0,0.0,0,0.0,0,0.0,15,0.58,1,0.04,0,0.0,26,100,4,0.15,22,0.85,0,0.0,0,0,26,100,12,0.46,14,0.54,0,0,26,100,87.33,23118,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
X248,42,107.0,31.5,30.0,34.0,12.0,12.0,12.0,12.0,12.0,12.0,42.3448275862,22.5448275862,21.3448275862,23.5172413793,12.0,12.0,12.0,1.97,91.6,14.5,18.6,52.5,6.0,26,19,0.73,7,0.27,0,0,26,100,0,10,0.38,0,0.0,0,0.0,0,0.0,15,0.58,1,0.04,0,0.0,26,100,4,0.15,22,0.85,0,0.0,0,0,26,100,12,0.46,14,0.54,0,0,26,100,87.33,23118,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
X251,34,171.0,33.0,33.0,33.0,13.9,16.0,14.5,10.0,16.0,13.9,51.5,22.096875,18.71875,25.375,13.9,13.9,12.0,2.06,80.1,8.9,16.9,48.3,6.0,26,19,0.73,7,0.27,0,0,26,100,0,10,0.38,0,0.0,0,0.0,0,0.0,15,0.58,1,0.04,0,0.0,26,100,4,0.15,22,0.85,0,0.0,0,0,26,100,12,0.46,14,0.54,0,0,26,100,87.33,23118,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
X262,41,141.0,51.0,51.0,51.0,15.6,10.0,10.0,10.0,10.0,15.6,60.3666666667,23.7833333333,21.1,26.7666666667,15.6,15.6,12.0,1.89,33.2,3.9,9.4,19.9,0.0,26,19,0.73,7,0.27,0,0,26,100,0,10,0.38,0,0.0,0,0.0,0,0.0,15,0.58,1,0.04,0,0.0,26,100,4,0.15,22,0.85,0,0.0,0,0,26,100,12,0.46,14,0.54,0,0,26,100,87.33,23118,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
X271,22,216.0,34.0,34.0,38.0,14.7,23.0,9.0,2.0,12.0,14.7,81.65625,27.34375,23.40625,30.25,14.7,14.7,12.0,1.95,69.6,10.4,17.6,34.1,7.5,26,19,0.73,7,0.27,0,0,26,100,0,10,0.38,0,0.0,0,0.0,0,0.0,15,0.58,1,0.04,0,0.0,26,100,4,0.15,22,0.85,0,0.0,0,0,26,100,12,0.46,14,0.54,0,0,26,100,87.33,23118,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
